arrondissement,genre,espece,hauteur,geo_point_2d
8,Aesculus,x carnea,6,"48.866107558321794, 2.3176818815356888"
12,Carpinus,betulus,0,"48.838966623575125, 2.447027398888948"
11,Prunus,sp.,4,"48.85876343991742, 2.375566864160521"
17,Prunus,avium,5,"48.88853447066641, 2.3097375614583284"
13,Platanus,x hispanica,5,"48.83023776073087, 2.351077521060803"
19,Pyrus,calleryana,10,"48.88764869662588, 2.394212282397214"
19,Tilia,platyphyllos,15,"48.87684294329549, 2.39373457398873"
18,Robinia,pseudoacacia,17,"48.89948297695395, 2.347961635692003"
17,Prunus,avium,5,"48.883602511121985, 2.281689515620811"
7,Pyrus,calleryana,5,"48.850695101861085, 2.3207967376786343"
13,Fraxinus,ornus,5,"48.832300145669386, 2.3776303698151366"
8,Platanus,x hispanica,11,"48.86999979742042, 2.306434436136398"
14,Platanus,x hispanica,15,"48.838264438780676, 2.336301172513736"
20,Aesculus,hippocastanum,12,"48.85899265272211, 2.391446290795934"
15,Amelanchier,sp.,6,"48.8439160402578, 2.302149345824056"
7,Platanus,x hispanica,25,"48.86148428653199, 2.3012459152835865"
4,Pyrus,calleryana,10,"48.85395789385951, 2.363367713392966"
8,Aesculus,hippocastanum,14,"48.87116790442398, 2.3007789876853577"
16,Diospyros,kaki,6,"48.84507658206153, 2.2690960096459545"
18,Platanus,x hispanica,15,"48.88940927148034, 2.3511179730182734"
14,Acer,monspessulanum,5,"48.837123531826194, 2.318095436270865"
12,Tilia,x europaea,10,"48.833489323910975, 2.383395125850406"
12,Platanus,x hispanica,11,"48.84281652042787, 2.414208973844182"
12,Aesculus,hippocastanum,25,"48.83371039913503, 2.4308005744299126"
14,Melia,azedarach,4,"48.82164114634107, 2.3257859145724717"
12,Platanus,x hispanica,10,"48.8314923215406, 2.3847336688910827"
13,Gleditsia,triacanthos f. Inermis,12,"48.81697438328928, 2.366002819276999"
3,Platanus,x hispanica,14,"48.86660037490957, 2.3642661794254214"
18,Robinia,pseudoacacia,9,"48.89806978868813, 2.3293356168437582"
4,Fraxinus,excelsior,10,"48.849736534322645, 2.363925271939544"
12,Platanus,x hispanica,15,"48.833219259619526, 2.4345909554944525"
11,Tilia,x europaea,5,"48.86651851474134, 2.3656567000871904"
8,Tilia,tomentosa,9,"48.88183688745323, 2.319476101470646"
14,Tilia,cordata,6,"48.82192551833591, 2.3241917187371848"
15,Taxus,baccata,7,"48.8289448232968, 2.2982748396632675"
20,Celtis,australis,5,"48.86984787408281, 2.3936055856265623"
14,Taxus,baccata,10,"48.83733922267655, 2.329776663858501"
17,Styphnolobium,japonicum,13,"48.881311066478645, 2.3106209477111057"
13,Fraxinus,ornus,8,"48.83225729391296, 2.3775535495975526"
19,Pinus,nigra subsp. nigra,7,"48.88014134763586, 2.401079716119382"
14,Taxus,baccata,8,"48.82204963207942, 2.3356825691558454"
12,Non spécifié,sp.,0,"48.8409608334896, 2.401171543528383"
13,Liquidambar,styraciflua,5,"48.83409677738089, 2.373278375094808"
15,Platanus,x hispanica,18,"48.855947695010194, 2.289658088318935"
19,Corylus,colurna,15,"48.879456458335966, 2.398966381731364"
1,Ginkgo,biloba,14,"48.8573751123849, 2.340440477370605"
20,Acer,pseudoplatanus,9,"48.86042543006506, 2.392224616283565"
12,Aesculus,hippocastanum,10,"48.843589216542135, 2.3971163516209253"
19,Aesculus,x carnea,10,"48.877913880786636, 2.396287070098987"
16,Acer,pseudoplatanus,10,"48.85771935690218, 2.2777544216184604"
4,Platanus,x hispanica,20,"48.84759796542116, 2.364328365401471"
5,Styphnolobium,japonicum,15,"48.83708518326415, 2.351881991656318"
12,Pinus,nigra,0,"48.83756680390802, 2.4454317258251304"
14,Taxus,baccata,7,"48.824392003486395, 2.3390768807771796"
17,Tilia,tomentosa,12,"48.885653730654425, 2.2859250237434243"
13,Platanus,occidentalis,12,"48.82383336530207, 2.3766086257231875"
20,Quercus,robur,0,"48.858920991958634, 2.3991881511562134"
18,Tilia,x europaea,8,"48.90059803224294, 2.3406180053522956"
16,Platanus,x hispanica,30,"48.86369015983344, 2.2976218220975637"
16,Prunus,x hillieri,5,"48.86913964461687, 2.275315235864121"
7,Platanus,x hispanica,9,"48.8570117409975, 2.3100050432894847"
8,Platanus,x hispanica,5,"48.87562425408679, 2.314458498755472"
12,Platanus,x hispanica,10,"48.83504061731923, 2.392944518430465"
11,Tilia,tomentosa,15,"48.857017803049516, 2.3790998393223153"
12,Betula,papyrifera,5,"48.83396984915046, 2.3834109762263607"
19,Aesculus,hippocastanum,16,"48.87865280858571, 2.3791889142112286"
1,Carpinus,betulus,6,"48.85719259121579, 2.3406119106883523"
15,Fagus,sylvatica,0,"48.84177957069859, 2.274371821412112"
1,Acer,campestre,5,"48.86005137161738, 2.3417352012297936"
16,Aesculus,hippocastanum,17,"48.85758389197102, 2.2754658448578264"
15,Platanus,x hispanica,12,"48.84709376922599, 2.2860481390157728"
11,Aesculus,hippocastanum,10,"48.86138166910207, 2.3781639465819393"
12,Aesculus,hippocastanum,10,"48.84200225581841, 2.4130190990486318"
18,Tilia,cordata,5,"48.8981269203632, 2.350758247438123"
12,Platanus,x hispanica,10,"48.84768924059289, 2.3747163696171327"
13,Tilia,tomentosa,15,"48.820749061570105, 2.3642704036753854"
12,Tilia,platyphyllos,9,"48.83169114355215, 2.440270420868672"
19,Malus,domestica,3,"48.88970123995817, 2.378781013332373"
4,Liquidambar,styraciflua,5,"48.85028679536501, 2.3638928535157344"
19,Styphnolobium,japonicum,8,"48.89249519321085, 2.3695346499223398"
14,Styphnolobium,japonicum,6,"48.834515592403356, 2.330462724853329"
16,Celtis,australis,12,"48.87154177787515, 2.2773674921786866"
11,Acer,negundo,8,"48.8551209631411, 2.394752632343071"
15,Juglans,nigra,8,"48.842226169237016, 2.2905234506275858"
7,Platanus,x hispanica,15,"48.85601272173511, 2.315134845777492"
12,Styphnolobium,japonicum,10,"48.84744301123828, 2.3992002338133247"
12,Tilia,tomentosa,8,"48.82895003558085, 2.4516863471991606"
15,Fagus,sylvatica,14,"48.83119894416278, 2.2987112979814905"
20,Fraxinus,excelsior,16,"48.86047779537985, 2.3930317761727147"
20,Prunus,avium,10,"48.85911456708564, 2.4076236573460412"
20,Pinus,nigra,7,"48.85546556937114, 2.4128729680036107"
7,Platanus,x hispanica,10,"48.8570304130146, 2.2989234891290833"
8,Aesculus,hippocastanum,15,"48.86799216326642, 2.317803878734347"
12,Platanus,x hispanica,10,"48.839216575411264, 2.3928998260341605"
5,Platanus,x hispanica,15,"48.84285059011237, 2.352027135032864"
13,Liriodendron,tulipifera,8,"48.83047838408506, 2.3557865257160397"
12,Castanea,sp.,4,"48.84071106814466, 2.453212651779254"
10,Platanus,x hispanica,22,"48.876436664799115, 2.371892993462309"
15,Fagus,sylvatica,0,"48.8417572903657, 2.2743797918955737"
15,Prunus,avium,11,"48.83924292489004, 2.2800076444244297"
13,Acer,platanoides,8,"48.83196675698336, 2.353805701007788"
17,Platanus,x hispanica,16,"48.88583851963117, 2.2983132177909775"
18,Acer,campestre,5,"48.89201010831685, 2.3468510544845858"
2,Tilia,dasystyla,10,"48.8669719313532, 2.348693105335629"
20,Acer,pseudoplatanus,15,"48.861944081544415, 2.391550763541166"
20,Tilia,mongolica,7,"48.8604109745671, 2.39419689579066"
15,Tilia,tomentosa,12,"48.84263619378151, 2.2843819208415823"
11,Platanus,x hispanica,15,"48.85666398987013, 2.3821999650969468"
7,Platanus,x hispanica,15,"48.85481743209245, 2.314988874188687"
12,Liriodendron,tulipifera,21,"48.83198939877914, 2.4119924411807285"
16,Aesculus,hippocastanum,5,"48.864227812775184, 2.2735868640300816"
12,Platanus,x hispanica,10,"48.836291571550504, 2.378691512409732"
9,Platanus,x hispanica,9,"48.87380053889408, 2.3274460848135554"
7,Platanus,x hispanica,7,"48.849281895820916, 2.3137267045369674"
14,Tilia,x flavescens,7,"48.836731710625756, 2.331758848774168"
19,Styphnolobium,japonicum,25,"48.876952678007946, 2.3800869627777943"
11,Koelreuteria,paniculata,5,"48.86849320863331, 2.367365739245863"
16,Aesculus,hippocastanum,15,"48.863404010125166, 2.2819167616911007"
18,Aesculus,hippocastanum,5,"48.89928557153978, 2.337572237361456"
12,Aesculus,hippocastanum,10,"48.83834395393662, 2.413347278582879"
16,Platanus,x hispanica,24,"48.873134003251636, 2.286795534244933"
7,Tilia,tomentosa,15,"48.854743866615756, 2.3101974812035757"
14,Platanus,x hispanica,6,"48.82076459549484, 2.324053715204809"
17,Aesculus,hippocastanum,14,"48.89842230202944, 2.3134265322345975"
15,Fraxinus,excelsior,8,"48.850045647829745, 2.2823886040470813"
16,Aesculus,hippocastanum,18,"48.86380996179181, 2.2783026062448384"
13,Cupressus,arizonica,17,"48.82080686645101, 2.3542398124145616"
12,Tilia,sp.,10,"48.84047514379683, 2.3782974699277704"
13,Pyrus,communis,1,"48.82528845133722, 2.3764798067912145"
7,Platanus,occidentalis,7,"48.848045599660686, 2.3105955550965342"
19,Pinus,nigra subsp. nigra,0,"48.88628682900498, 2.3979648539139324"
16,Platanus,x hispanica,19,"48.84012085903163, 2.2629341860307797"
12,Pyrus,calleryana,5,"48.84082506751529, 2.4024267888119746"
12,Aesculus,hippocastanum,10,"48.84450532146082, 2.4130348459089377"
13,Aesculus,x carnea,15,"48.8209500240808, 2.375124249761351"
14,Platanus,x hispanica,5,"48.823037331244706, 2.3160226467894627"
17,Tilia,x europaea,5,"48.891311888723045, 2.313678248144244"
12,Amelanchier,sp.,4,"48.83615838109241, 2.397577502901584"
17,Pyrus,calleryana,4,"48.89283343715374, 2.316155588984624"
19,Ginkgo,biloba,9,"48.89414020209919, 2.3947211629094043"
19,Celtis,australis,7,"48.89035419955145, 2.3954007555220667"
12,Pinus,nigra,0,"48.838911456817584, 2.445370130912203"
16,Robinia,pseudoacacia,2,"48.874349312294164, 2.2753229517564693"
17,Platanus,x hispanica,18,"48.88646065666472, 2.3058573714893194"
12,Tilia,platyphyllos,10,"48.835501978013546, 2.4084643909530405"
19,Platanus,orientalis,25,"48.88028552865783, 2.3935345416844034"
18,Carpinus,betulus,10,"48.89420178270361, 2.3523401044415344"
20,Salix,viminalis,15,"48.85847390418235, 2.3988672657007912"
12,Tilia,platyphyllos,10,"48.84242885403176, 2.388319288588056"
15,Magnolia,grandiflora,0,"48.84083682395576, 2.2768365192162783"
16,Platanus,x hispanica,16,"48.872844989585886, 2.2926413727006225"
18,Styphnolobium,japonicum,19,"48.89664950663726, 2.35296403830061"
12,Castanea,sativa,8,"48.83586944799881, 2.446215197504567"
20,Acer,buergerianum,5,"48.85600021329261, 2.402846729373404"
17,Celtis,australis,4,"48.881884151906334, 2.319030702802526"
13,Platanus,x hispanica,8,"48.84173384267637, 2.367992032168275"
14,Acer,pseudoplatanus,17,"48.82177658095663, 2.339292796873863"
12,Tilia,tomentosa,8,"48.829173718320895, 2.4513711814052574"
18,Fagus,sylvatica,5,"48.89632097081466, 2.363253419793322"
7,Aesculus,hippocastanum,20,"48.86232049494426, 2.304799844335059"
20,Platanus,x hispanica,4,"48.86942287716879, 2.4030723511875505"
17,Populus,nigra,20,"48.8831735018288, 2.2844082963467143"
5,Platanus,x hispanica,8,"48.847488732262, 2.360171033077905"
12,Zelkova,serrata,5,"48.840085210296, 2.3911913513970333"
19,Platanus,orientalis,18,"48.881118689127305, 2.3733533293375983"
13,Platanus,occidentalis,15,"48.832503417098515, 2.361317659686607"
14,Cedrus,atlantica,14,"48.83161240041779, 2.313076561854594"
20,Aesculus,hippocastanum,12,"48.87045132381636, 2.410977612917332"
16,Populus,alba,8,"48.87645943027223, 2.2795939168749166"
1,Amelanchier,x lamarckii,5,"48.862491300716265, 2.345276724799083"
13,Magnolia,grandiflora,8,"48.81802017476901, 2.3616761408505895"
16,Platanus,x hispanica,15,"48.84034618479852, 2.2656584379305365"
6,Platanus,x hispanica,16,"48.850322841262475, 2.3271772109385322"
15,Celtis,australis,6,"48.82776434267903, 2.2990820757047947"
17,Salix,alba,11,"48.891457556606625, 2.3137029476236295"
11,Prunus,serrulata,4,"48.85195464291344, 2.3811849967583214"
14,Pinus,nigra,9,"48.82328145782549, 2.312645781602778"
7,Platanus,x hispanica,14,"48.85514870443126, 2.304175408032692"
13,Populus,nigra,15,"48.81819684804053, 2.363355588976717"
13,Quercus,ilex,0,"48.821544490052595, 2.356569801846776"
13,Ginkgo,biloba,10,"48.83928614577185, 2.369623783790478"
20,Acer,pseudoplatanus,12,"48.85981753562348, 2.3964499989398313"
12,Platanus,x hispanica,5,"48.83902176134448, 2.3973525458071006"
17,Aesculus,x carnea,17,"48.89912752738948, 2.3269297213505475"
13,Aesculus,hippocastanum,15,"48.83535558303491, 2.3476180259025656"
12,Tilia,x europaea,10,"48.83455666994853, 2.3823003810334327"
16,Tilia,x europaea,9,"48.868880369641545, 2.283313176494396"
8,Aesculus,hippocastanum,16,"48.8664482316287, 2.3053908844048108"
13,Ginkgo,biloba,5,"48.82254488930153, 2.3582569842740653"
8,Aesculus,flava,5,"48.87916391746305, 2.308378046979198"
12,Pinus,nigra,13,"48.831685714099024, 2.451774456596515"
13,Celtis,australis,5,"48.83481868957644, 2.357563008910424"
18,Prunus,padus,5,"48.89708008627128, 2.3312904417264875"
15,Pinus,nigra,10,"48.837656462381155, 2.271744462028956"
17,Aesculus,hippocastanum,18,"48.89808850453379, 2.315762061718011"
4,Aesculus,hippocastanum,10,"48.854747205304534, 2.366446156071381"
20,Quercus,bicolor,5,"48.85537032884884, 2.412163752868072"
17,Paulownia,tomentosa,5,"48.87586482841732, 2.293048362430567"
19,Platanus,sp.,10,"48.88891652167858, 2.3925261254113277"
7,Styphnolobium,japonicum,12,"48.8549939384472, 2.301706629401528"
18,Pyrus,calleryana,8,"48.8859018722323, 2.351103194100815"
15,Quercus,robur,9,"48.83040076753182, 2.3011467508191688"
5,Ailanthus,altissima,11,"48.84538500926183, 2.352420660172649"
17,Cercis,canadensis,1,"48.88047365565707, 2.290155527218464"
12,Carpinus,betulus,5,"48.8326235947128, 2.4068147683307046"
5,Platanus,x hispanica,10,"48.83891670596612, 2.3400850577968857"
12,Tilia,cordata,12,"48.82594548071406, 2.455620934755408"
12,Aesculus,hippocastanum,5,"48.839351380303725, 2.4294833754985374"
12,Tilia,platyphyllos,18,"48.83926286873724, 2.4361197584531338"
12,Quercus,sp.,18,"48.834759773342874, 2.4536436016623977"
20,Sorbus,torminalis,3,"48.87661028556298, 2.408957117282087"
19,Gleditsia,triacanthos,2,"48.87977113458073, 2.3869807875541897"
15,Prunus,avium,7,"48.829601649365095, 2.2984582067400674"
20,Ficus,carica,5,"48.86940903229383, 2.412292527978095"
20,Fraxinus,angustifolia,5,"48.87503927973101, 2.4126495306506617"
20,Pterocarya,fraxinifolia,6,"48.86509439936868, 2.4099938194120605"
17,Zelkova,serrata,8,"48.89100773361836, 2.3154811138044376"
12,Tilia,x euchlora,10,"48.84806902026898, 2.374172913323999"
19,Tilia,x euchlora,0,"48.87286822276982, 2.3769866701788214"
17,Acer,cappadocicum,7,"48.89078902153509, 2.3044949607741545"
16,Platanus,x hispanica,9,"48.84676188212088, 2.2682644919251946"
11,Prunus,padus,5,"48.87062991259814, 2.3756581874728657"
7,Platanus,x hispanica,10,"48.85437778315228, 2.31468159405652"
8,Aesculus,hippocastanum,8,"48.865156865097674, 2.3154724435614416"
12,Fagus,sylvatica,3,"48.832350679867154, 2.4486960528646957"
11,Styphnolobium,japonicum,15,"48.85903224383959, 2.371904216570823"
17,Betula,pendula,13,"48.88256673188133, 2.2910332284864103"
20,Ailanthus,altissima,15,"48.86105788839561, 2.3969505665738517"
16,Populus,nigra,16,"48.87612461412982, 2.278606338689361"
8,Aesculus,hippocastanum,11,"48.8662380772759, 2.3200400171316033"
20,Corylus,colurna,12,"48.84875045082553, 2.4126308490048625"
13,Prunus,x subhirtella,5,"48.82714582520769, 2.36027504214816"
11,Malus,sylvestris,0,"48.85836658895579, 2.3749652249655426"
13,Prunus,cerasifera,5,"48.83061735826287, 2.3619005279204006"
13,Acer,x freemanii,5,"48.83058399334209, 2.364337634282267"
12,Melia,azedarach,5,"48.840236050061876, 2.3793504575652715"
11,Paulownia,tomentosa,6,"48.866436857239464, 2.3833062762579735"
5,Platanus,x hispanica,8,"48.83841372798994, 2.3421889643252927"
18,Ostrya,carpinifolia,5,"48.88974674463908, 2.349707190043127"
3,Platanus,x hispanica,13,"48.86718080777097, 2.3639483638546257"
14,Platanus,x hispanica,8,"48.82404783790998, 2.3179922228785395"
17,Pinus,nigra subsp. nigra,8,"48.89577971483166, 2.3258990212944157"
15,Chamaecyparis,pisifera,0,"48.84174705565498, 2.275535459558421"
13,Quercus,palustris,5,"48.82506129206184, 2.3558452693637606"
13,Tilia,sp.,8,"48.81996471887529, 2.369078723758536"
17,Celtis,australis,8,"48.89954745958813, 2.320188069880668"
7,Platanus,x hispanica,10,"48.855502456102805, 2.3074837842446687"
10,Malus,domestica,2,"48.87455628283816, 2.3597841151311583"
16,Aesculus,hippocastanum,5,"48.8595558696571, 2.2682315928690273"
14,Quercus,ilex,4,"48.82486551612242, 2.303173031950783"
3,Alnus,cordata,10,"48.86231176037979, 2.3593845757428613"
12,Magnolia,kobus,5,"48.84800413734475, 2.3756962422266863"
11,Platanus,x hispanica,10,"48.859776127450026, 2.3723276640655255"
16,Tilia,cordata,15,"48.859200051976096, 2.2680479918587815"
12,Tilia,sp.,10,"48.84468524031105, 2.3873537297080887"
15,Magnolia,grandiflora,0,"48.83984750745375, 2.2765034407021365"
8,Platanus,x hispanica,20,"48.879407374369514, 2.304873144742261"
8,Corylus,colurna,25,"48.8787114629799, 2.3078855798991897"
19,Platanus,x hispanica,8,"48.89672334521953, 2.392606547303738"
18,Pyrus,communis,2,"48.89014351623323, 2.3528997443481643"
15,Styphnolobium,japonicum,12,"48.827857407661654, 2.2987985301490985"
12,Non spécifié,sp.,0,"48.842521208129334, 2.414619899913759"
17,Aesculus,x carnea,7,"48.89908904913202, 2.3281840209491533"
20,Platanus,x hispanica,18,"48.870832959017825, 2.412411777348655"
4,Robinia,pseudoacacia,5,"48.84857678226406, 2.3648492462535446"
12,Acer,platanoides,7,"48.838930122949066, 2.4380340338597315"
12,Quercus,robur,22,"48.83839550184377, 2.4402811173181767"
13,Cercis,siliquastrum,4,"48.8213435962909, 2.34772709333902"
3,Quercus,rubra,5,"48.86517111619064, 2.3549517592471725"
13,Paulownia,tomentosa,5,"48.819812126978746, 2.362005128473897"
17,Acer,platanoides,7,"48.895743852097496, 2.3168946982113394"
14,Styphnolobium,japonicum,6,"48.82781116445917, 2.332934561338642"
13,Styphnolobium,japonicum,5,"48.82823408232419, 2.378286483962633"
13,Zelkova,serrata,11,"48.822583110648395, 2.3494207144496295"
11,Tilia,tomentosa,15,"48.86330949746782, 2.3844380939896244"
12,Styphnolobium,japonicum,5,"48.83422602157815, 2.400114787822635"
16,Acer,platanoides,6,"48.84377687368859, 2.2607886399801083"
12,Acer,x freemanii,5,"48.84636634443217, 2.3738224182665695"
16,Pinus,nigra subsp. nigra,10,"48.851813313224866, 2.275578176031367"
19,Liriodendron,tulipifera,0,"48.88177490056625, 2.399575315947971"
17,Celtis,australis,6,"48.88904393324518, 2.2943218478944716"
17,Aesculus,hippocastanum,12,"48.897413382155854, 2.314466701926435"
16,Betula,sp.,5,"48.858734968184685, 2.262495990025539"
12,Quercus,sp.,6,"48.83201967549115, 2.4576465083071866"
15,Zelkova,carpinifolia,5,"48.833639172750935, 2.2864440884015056"
6,Aesculus,x carnea,6,"48.85087404271503, 2.333039967235132"
6,Aesculus,hippocastanum,8,"48.84137339554116, 2.337310160954725"
7,Aesculus,hippocastanum,14,"48.85013773207374, 2.3064446035596884"
13,Styphnolobium,japonicum,15,"48.826616145294714, 2.3630713080157757"
5,Acer,sp.,7,"48.83896896875795, 2.3430659365635043"
13,Prunus,x hillieri,4,"48.822056329630335, 2.3606304637704745"
13,Prunus,x schmittii,8,"48.824902263001434, 2.3711826991975253"
14,Pterocarya,fraxinifolia,6,"48.84139088658888, 2.3244247025678004"
4,Tilia,sp.,15,"48.85316963376568, 2.355007370528605"
15,Malus,sp.,9,"48.8391863032779, 2.2801757917183516"
12,Platanus,x hispanica,20,"48.832778140832666, 2.4025229172896783"
15,Aesculus,x carnea,8,"48.841314516144394, 2.3182590821340785"
13,Aesculus,hippocastanum,5,"48.8239684706051, 2.3646473691328924"
16,Non spécifié,sp.,11,"48.836900356377456, 2.2543306111460018"
11,Platanus,x hispanica,10,"48.850260919594504, 2.3839758120478254"
20,Tilia,tomentosa,15,"48.867027156899724, 2.4002177673767022"
4,Tilia,x europaea,0,"48.85670633296595, 2.3622348525620396"
19,Acer,saccharinum,0,"48.885195154752374, 2.377016064648575"
